user_id,food_item,category,time_of_day,rating
u068,Poha,mild,breakfast,4
u068,Khichdi,mild,lunch,5
u068,Dhokla,mild,snack,4
u068,Spring Roll,spicy,snack,5
u068,Fish Fry,spicy,breakfast,4
u068,Hyderabadi Biryani,spicy,snack,5
u069,Chole Bhature,spicy,breakfast,4
u069,Fish Fry,spicy,snack,5
u069,Chicken 65,spicy,snack,3
u069,Poha,mild,lunch,5
u069,Mutton Curry,spicy,breakfast,3
u069,Upma,mild,breakfast,3
u069,Dal Tadka,mild,dinner,5
u069,Tandoori Chicken,spicy,dinner,5
u069,Fish Fry,spicy,lunch,3
u069,Idli,mild,dinner,4
u069,Chole Bhature,spicy,lunch,4
u069,Khichdi,mild,snack,5
u069,Fried Rice,spicy,breakfast,4
u069,Paneer Butter Masala,spicy,dinner,5
u069,Mutton Curry,spicy,dinner,5
u069,Spring Roll,spicy,lunch,5
u069,Samosa,spicy,lunch,5
u069,Masala Dosa,mild,dinner,5
u069,Palak Paneer,mild,dinner,4
u069,Chole Bhature,spicy,snack,5
u069,Masala Dosa,mild,lunch,4
u069,Curd Rice,mild,snack,3
u069,Vada Pav,spicy,breakfast,4
u069,Poha,mild,lunch,3
u069,Fish Fry,spicy,breakfast,5
u069,Butter Naan,mild,lunch,5
u069,Vada Pav,spicy,lunch,4
u069,Poha,mild,lunch,3
u070,Thali,mild,lunch,4
u070,Spring Roll,spicy,snack,5
u070,Palak Paneer,mild,lunch,4
u070,Thali,mild,snack,4
u070,Paneer Butter Masala,spicy,snack,3
u070,Khichdi,mild,snack,3
u070,Manchurian,spicy,dinner,3
u070,Butter Naan,mild,breakfast,3
u070,Mutton Curry,spicy,snack,5
u070,Fried Rice,spicy,dinner,5
u070,Palak Paneer,mild,snack,5
u070,Samosa,spicy,lunch,5
u070,Upma,mild,breakfast,5
u070,Paneer Butter Masala,spicy,lunch,4
u070,Pav Bhaji,spicy,dinner,5
u070,Fried Rice,spicy,dinner,4
u070,Curd Rice,mild,snack,4
u070,Veg Pulao,mild,lunch,4
u070,Rajma Chawal,mild,dinner,3
u070,Chicken 65,spicy,snack,5
u070,Burger,spicy,lunch,3
u070,Paneer Butter Masala,spicy,breakfast,4
u070,Fried Rice,spicy,dinner,5
u070,Samosa,spicy,snack,5
u070,Rajma Chawal,mild,lunch,5
u070,Pav Bhaji,spicy,lunch,4
u071,Idli,mild,breakfast,5
u071,Dal Tadka,mild,lunch,5
u071,Fish Fry,spicy,dinner,4
u071,Butter Naan,mild,lunch,4
u071,Chicken 65,spicy,dinner,4
u071,Rajma Chawal,mild,dinner,5
u071,Poha,mild,dinner,3
u071,Hyderabadi Biryani,spicy,breakfast,3
u071,Thali,mild,dinner,4
u071,Poha,mild,lunch,4
u071,Pav Bhaji,spicy,breakfast,5
u071,Poha,mild,snack,3
u071,Pav Bhaji,spicy,snack,4
u071,Paneer Butter Masala,spicy,breakfast,3
u071,Veg Pulao,mild,breakfast,5
u071,Dhokla,mild,snack,3
u071,Rajma Chawal,mild,lunch,4
u071,Khichdi,mild,lunch,4
u071,Pav Bhaji,spicy,breakfast,4
u071,Kathi Roll,spicy,dinner,4
u071,Chole Bhature,spicy,lunch,5
u071,Manchurian,spicy,snack,5
u071,Curd Rice,mild,lunch,4
u071,Idli,mild,lunch,5
u071,Samosa,spicy,snack,5
u071,Burger,spicy,snack,5
u071,Curd Rice,mild,breakfast,3
u071,Pav Bhaji,spicy,snack,3
u071,Palak Paneer,mild,breakfast,5
u072,Masala Dosa,mild,lunch,5
u072,Fish Fry,spicy,dinner,5
u072,Vada Pav,spicy,dinner,5
u072,Masala Dosa,mild,lunch,4
u072,Curd Rice,mild,dinner,4
u072,Chicken 65,spicy,dinner,3
u072,Idli,mild,breakfast,5
u072,Veg Pulao,mild,dinner,4
u072,Dal Tadka,mild,breakfast,5
u072,Hyderabadi Biryani,spicy,snack,3
u072,Chole Bhature,spicy,breakfast,3
u072,Poha,mild,lunch,4
u072,Dhokla,mild,breakfast,5
u072,Veg Pulao,mild,dinner,3
u072,Kathi Roll,spicy,lunch,3
u072,Burger,spicy,snack,4
u072,Pizza,spicy,snack,4
u072,Poha,mild,breakfast,5
u072,Dal Tadka,mild,breakfast,4
u072,Idli,mild,breakfast,4
u072,Chicken 65,spicy,snack,5
u072,Fried Rice,spicy,breakfast,4
u072,Rajma Chawal,mild,breakfast,5
u072,Fried Rice,spicy,snack,4
u072,Dhokla,mild,lunch,4
u072,Hyderabadi Biryani,spicy,snack,5
u072,Rajma Chawal,mild,snack,4
u073,Veg Pulao,mild,lunch,3
u073,Pizza,spicy,lunch,5
u073,Kathi Roll,spicy,dinner,5
u073,Fish Fry,spicy,snack,4
u073,Khichdi,mild,snack,3
u073,Manchurian,spicy,breakfast,3
u073,Mutton Curry,spicy,snack,3
u073,Thali,mild,lunch,3
u073,Paneer Butter Masala,spicy,lunch,3
u073,Pav Bhaji,spicy,lunch,4
u073,Manchurian,spicy,lunch,3
u073,Masala Dosa,mild,breakfast,3
u073,Mutton Curry,spicy,breakfast,5
u073,Tandoori Chicken,spicy,snack,5
u073,Dal Tadka,mild,snack,5
u073,Upma,mild,snack,4
u073,Upma,mild,dinner,4
u073,Mutton Curry,spicy,lunch,3
u073,Khichdi,mild,lunch,5
u073,Pizza,spicy,snack,5
u073,Fried Rice,spicy,snack,4
u073,Fried Rice,spicy,breakfast,4
u073,Thali,mild,lunch,4
u073,Poha,mild,dinner,4
u073,Chicken 65,spicy,breakfast,5
u073,Spring Roll,spicy,snack,5
u073,Dhokla,mild,snack,4
u073,Pizza,spicy,lunch,5
u073,Idli,mild,dinner,5
u074,Rajma Chawal,mild,breakfast,5
u074,Spring Roll,spicy,snack,4
u074,Upma,mild,snack,4
u074,Fried Rice,spicy,snack,5
u074,Upma,mild,dinner,3
u074,Kathi Roll,spicy,snack,5
u074,Thali,mild,lunch,4
u074,Samosa,spicy,lunch,5
u074,Fried Rice,spicy,dinner,4
u074,Rajma Chawal,mild,breakfast,4
u074,Chicken 65,spicy,lunch,4
u074,Dhokla,mild,dinner,5
u074,Paneer Butter Masala,spicy,lunch,5
u074,Khichdi,mild,dinner,4
u074,Veg Pulao,mild,dinner,4
u074,Fish Fry,spicy,lunch,4
u074,Rajma Chawal,mild,snack,5
u074,Vada Pav,spicy,dinner,3
u074,Fried Rice,spicy,snack,4
u074,Rajma Chawal,mild,breakfast,3
u074,Masala Dosa,mild,breakfast,5
u074,Tandoori Chicken,spicy,snack,3
u074,Spring Roll,spicy,lunch,5
u074,Pizza,spicy,lunch,4
u074,Dhokla,mild,snack,4
u074,Tandoori Chicken,spicy,lunch,4
u074,Pizza,spicy,lunch,4
u074,Pav Bhaji,spicy,snack,3
u074,Dhokla,mild,snack,3
u074,Dal Tadka,mild,breakfast,5
u075,Spring Roll,spicy,dinner,5
u075,Manchurian,spicy,breakfast,4
u075,Burger,spicy,dinner,3
u075,Butter Naan,mild,dinner,4
u075,Dhokla,mild,lunch,3
u075,Pav Bhaji,spicy,dinner,5
u075,Kathi Roll,spicy,lunch,4
u075,Fish Fry,spicy,lunch,4
u075,Fried Rice,spicy,dinner,5
u075,Aloo Paratha,mild,dinner,3
u075,Masala Dosa,mild,snack,3
u075,Veg Pulao,mild,dinner,3
u075,Curd Rice,mild,dinner,3
u075,Aloo Paratha,mild,breakfast,3
u075,Tandoori Chicken,spicy,breakfast,5
u075,Pav Bhaji,spicy,breakfast,5
u075,Rajma Chawal,mild,lunch,5
u075,Samosa,spicy,snack,5
u075,Rajma Chawal,mild,breakfast,3
u075,Dhokla,mild,breakfast,5
u075,Palak Paneer,mild,breakfast,3
u075,Rajma Chawal,mild,dinner,5
u075,Aloo Paratha,mild,lunch,4
u075,Butter Naan,mild,breakfast,5
u075,Chicken 65,spicy,lunch,5
u075,Thali,mild,snack,4
u075,Fish Fry,spicy,dinner,4
u075,Pizza,spicy,dinner,3
u075,Curd Rice,mild,lunch,4
u075,Spring Roll,spicy,snack,3
u076,Poha,mild,snack,4
u076,Masala Dosa,mild,lunch,5
u076,Pizza,spicy,dinner,3
u076,Veg Pulao,mild,lunch,3
u076,Tandoori Chicken,spicy,dinner,3
u076,Tandoori Chicken,spicy,lunch,5
u076,Fried Rice,spicy,breakfast,4
u076,Dal Tadka,mild,breakfast,4
u076,Rajma Chawal,mild,breakfast,5
u076,Manchurian,spicy,breakfast,5
u076,Chicken 65,spicy,snack,3
u076,Fried Rice,spicy,lunch,4
u076,Dhokla,mild,snack,3
u076,Rajma Chawal,mild,snack,4
u076,Masala Dosa,mild,breakfast,4
u076,Poha,mild,lunch,3
u076,Paneer Butter Masala,spicy,breakfast,3
u076,Samosa,spicy,lunch,4
u076,Fried Rice,spicy,breakfast,5
u076,Burger,spicy,breakfast,4
u076,Idli,mild,lunch,4
u076,Rajma Chawal,mild,breakfast,4
u076,Dal Tadka,mild,snack,4
u076,Vada Pav,spicy,breakfast,4
u076,Vada Pav,spicy,breakfast,4
u076,Pizza,spicy,dinner,4
u076,Chicken 65,spicy,dinner,5
u076,Fried Rice,spicy,lunch,5
u076,Chole Bhature,spicy,snack,3
u077,Palak Paneer,mild,breakfast,4
u077,Tandoori Chicken,spicy,dinner,5
u077,Spring Roll,spicy,snack,5
u077,Spring Roll,spicy,snack,3
u077,Paneer Butter Masala,spicy,snack,5
u077,Curd Rice,mild,lunch,4
u077,Curd Rice,mild,lunch,4
u077,Upma,mild,breakfast,4
u077,Curd Rice,mild,dinner,4
u077,Masala Dosa,mild,snack,4
u077,Pav Bhaji,spicy,dinner,5
u077,Idli,mild,lunch,4
u077,Paneer Butter Masala,spicy,snack,5
u077,Palak Paneer,mild,breakfast,3
u077,Kathi Roll,spicy,snack,4
u077,Dal Tadka,mild,dinner,4
u077,Manchurian,spicy,dinner,5
u077,Masala Dosa,mild,lunch,4
u077,Dhokla,mild,dinner,3
u077,Samosa,spicy,breakfast,3
u077,Upma,mild,snack,4
u077,Burger,spicy,breakfast,4
u077,Butter Naan,mild,dinner,3
u077,Poha,mild,dinner,3
u077,Fish Fry,spicy,snack,5
u077,Palak Paneer,mild,lunch,4
u078,Upma,mild,breakfast,5
u078,Dhokla,mild,dinner,3
u078,Palak Paneer,mild,breakfast,3
u078,Idli,mild,snack,4
u078,Manchurian,spicy,dinner,3
u078,Aloo Paratha,mild,breakfast,3
u078,Curd Rice,mild,snack,3
u078,Mutton Curry,spicy,snack,4
u078,Rajma Chawal,mild,snack,3
u078,Manchurian,spicy,lunch,4
u078,Burger,spicy,dinner,3
u078,Rajma Chawal,mild,breakfast,5
u078,Idli,mild,dinner,4
u078,Paneer Butter Masala,spicy,snack,4
u078,Tandoori Chicken,spicy,lunch,5
u078,Paneer Butter Masala,spicy,breakfast,4
u078,Upma,mild,dinner,3
u078,Curd Rice,mild,breakfast,3
u078,Thali,mild,lunch,4
u078,Pav Bhaji,spicy,breakfast,5
u078,Vada Pav,spicy,snack,4
u078,Mutton Curry,spicy,dinner,5
u078,Chole Bhature,spicy,breakfast,4
u078,Masala Dosa,mild,lunch,4
u078,Rajma Chawal,mild,dinner,3
u078,Palak Paneer,mild,breakfast,4
u078,Paneer Butter Masala,spicy,breakfast,5
u079,Fish Fry,spicy,lunch,3
u079,Spring Roll,spicy,snack,5
u079,Dal Tadka,mild,dinner,3
u079,Palak Paneer,mild,snack,3
u079,Samosa,spicy,breakfast,3
u079,Pizza,spicy,dinner,3
u079,Dhokla,mild,dinner,5
u079,Paneer Butter Masala,spicy,breakfast,4
u079,Mutton Curry,spicy,dinner,4
u079,Dal Tadka,mild,breakfast,3
u079,Tandoori Chicken,spicy,lunch,4
u079,Dal Tadka,mild,breakfast,3
u079,Palak Paneer,mild,lunch,3
u079,Aloo Paratha,mild,dinner,3
u079,Butter Naan,mild,dinner,4
u079,Dal Tadka,mild,lunch,3
u079,Masala Dosa,mild,snack,4
u079,Pizza,spicy,snack,3
u079,Rajma Chawal,mild,breakfast,4
u079,Pizza,spicy,snack,5
u079,Chole Bhature,spicy,snack,4
u079,Dal Tadka,mild,breakfast,5
u079,Fish Fry,spicy,dinner,3
u079,Idli,mild,breakfast,5
u079,Kathi Roll,spicy,breakfast,3
u079,Upma,mild,breakfast,3
u079,Samosa,spicy,lunch,5
u080,Palak Paneer,mild,breakfast,3
u080,Vada Pav,spicy,snack,4
u080,Mutton Curry,spicy,breakfast,5
u080,Idli,mild,snack,4
u080,Khichdi,mild,lunch,3
u080,Fish Fry,spicy,dinner,5
u080,Tandoori Chicken,spicy,breakfast,4
u080,Burger,spicy,snack,3
u080,Samosa,spicy,dinner,5
u080,Masala Dosa,mild,snack,4
u080,Paneer Butter Masala,spicy,breakfast,3
u080,Vada Pav,spicy,snack,4
u080,Pizza,spicy,lunch,4
u080,Kathi Roll,spicy,breakfast,4
u080,Burger,spicy,snack,5
u080,Tandoori Chicken,spicy,dinner,4
u080,Thali,mild,dinner,4
u080,Mutton Curry,spicy,snack,5
u080,Samosa,spicy,breakfast,3
u080,Upma,mild,dinner,3
u080,Samosa,spicy,lunch,4
u080,Manchurian,spicy,breakfast,5
u080,Hyderabadi Biryani,spicy,lunch,5
u080,Dhokla,mild,breakfast,5
u080,Pizza,spicy,lunch,4
u080,Poha,mild,breakfast,5
u080,Aloo Paratha,mild,snack,5
u080,Chole Bhature,spicy,snack,5
u080,Fried Rice,spicy,dinner,4
u081,Vada Pav,spicy,lunch,4
u081,Manchurian,spicy,breakfast,4
u081,Rajma Chawal,mild,breakfast,5
u081,Curd Rice,mild,snack,5
u081,Curd Rice,mild,breakfast,4
u081,Samosa,spicy,lunch,5
u081,Dhokla,mild,dinner,5
u081,Aloo Paratha,mild,snack,4
u081,Curd Rice,mild,snack,5
u081,Pav Bhaji,spicy,lunch,3
u081,Palak Paneer,mild,snack,4
u081,Chicken 65,spicy,snack,3
u081,Pav Bhaji,spicy,lunch,3
u081,Poha,mild,breakfast,3
u081,Mutton Curry,spicy,breakfast,4
u081,Fried Rice,spicy,dinner,3
u081,Pizza,spicy,lunch,5
u081,Fried Rice,spicy,lunch,4
u081,Manchurian,spicy,dinner,3
u081,Tandoori Chicken,spicy,breakfast,3
u081,Fish Fry,spicy,dinner,4
u081,Mutton Curry,spicy,lunch,5
u081,Tandoori Chicken,spicy,breakfast,3
u081,Manchurian,spicy,dinner,5
u081,Chicken 65,spicy,snack,5
u081,Spring Roll,spicy,dinner,5
u081,Manchurian,spicy,breakfast,3
u081,Kathi Roll,spicy,dinner,5
u081,Idli,mild,breakfast,4
u081,Hyderabadi Biryani,spicy,breakfast,5
u082,Paneer Butter Masala,spicy,lunch,5
u082,Idli,mild,dinner,4
u082,Chicken 65,spicy,dinner,5
u082,Pav Bhaji,spicy,lunch,3
u082,Thali,mild,dinner,3
u082,Veg Pulao,mild,dinner,5
u082,Thali,mild,breakfast,4
u082,Veg Pulao,mild,snack,3
u082,Paneer Butter Masala,spicy,breakfast,4
u082,Samosa,spicy,lunch,4
u082,Kathi Roll,spicy,dinner,3
u082,Thali,mild,snack,4
u082,Poha,mild,lunch,3
u082,Pizza,spicy,breakfast,3
u082,Manchurian,spicy,snack,3
u082,Khichdi,mild,snack,4
u082,Chole Bhature,spicy,breakfast,5
u082,Dhokla,mild,breakfast,5
u082,Chole Bhature,spicy,dinner,3
u082,Manchurian,spicy,snack,3
u082,Chicken 65,spicy,dinner,5
u082,Khichdi,mild,lunch,4
u082,Khichdi,mild,breakfast,3
u082,Paneer Butter Masala,spicy,lunch,5
u082,Fried Rice,spicy,dinner,5
u082,Khichdi,mild,dinner,4
u082,Chicken 65,spicy,lunch,5
u082,Vada Pav,spicy,breakfast,3
u082,Vada Pav,spicy,breakfast,4
u082,Manchurian,spicy,snack,3
u083,Thali,mild,lunch,3
u083,Palak Paneer,mild,dinner,3
u083,Mutton Curry,spicy,lunch,4
u083,Vada Pav,spicy,snack,5
u083,Burger,spicy,lunch,3
u083,Veg Pulao,mild,breakfast,5
u083,Mutton Curry,spicy,snack,3
u083,Butter Naan,mild,snack,5
u083,Masala Dosa,mild,lunch,5
u083,Dhokla,mild,lunch,3
u083,Palak Paneer,mild,snack,3
u083,Kathi Roll,spicy,lunch,4
u083,Manchurian,spicy,lunch,5
u083,Palak Paneer,mild,dinner,4
u083,Upma,mild,breakfast,4
u083,Thali,mild,snack,3
u083,Aloo Paratha,mild,breakfast,3
u083,Poha,mild,lunch,5
u083,Samosa,spicy,breakfast,3
u083,Curd Rice,mild,snack,4
u083,Pav Bhaji,spicy,dinner,5
u083,Upma,mild,lunch,4
u083,Manchurian,spicy,snack,5
u083,Fish Fry,spicy,dinner,4
u083,Masala Dosa,mild,snack,3
u083,Butter Naan,mild,dinner,4
u083,Tandoori Chicken,spicy,breakfast,4
u083,Spring Roll,spicy,breakfast,4
u083,Manchurian,spicy,lunch,3
u084,Pizza,spicy,snack,3
u084,Samosa,spicy,lunch,3
u084,Palak Paneer,mild,lunch,4
u084,Spring Roll,spicy,dinner,3
u084,Pav Bhaji,spicy,breakfast,3
u084,Veg Pulao,mild,breakfast,5
u084,Hyderabadi Biryani,spicy,dinner,5
u084,Manchurian,spicy,lunch,5
u084,Vada Pav,spicy,lunch,5
u084,Tandoori Chicken,spicy,snack,3
u084,Thali,mild,snack,4
u084,Pizza,spicy,snack,3
u084,Pizza,spicy,breakfast,4
u084,Paneer Butter Masala,spicy,snack,5
u084,Upma,mild,dinner,4
u084,Burger,spicy,lunch,4
u084,Paneer Butter Masala,spicy,lunch,5
u084,Hyderabadi Biryani,spicy,lunch,4
u084,Thali,mild,dinner,3
u084,Rajma Chawal,mild,lunch,5
u084,Manchurian,spicy,breakfast,5
u084,Pav Bhaji,spicy,snack,5
u084,Fish Fry,spicy,lunch,3
u084,Pizza,spicy,breakfast,5
u084,Aloo Paratha,mild,snack,4
u084,Chole Bhature,spicy,snack,5
u084,Dhokla,mild,snack,4
u084,Pav Bhaji,spicy,dinner,5
u085,Curd Rice,mild,breakfast,3
u085,Palak Paneer,mild,snack,5
u085,Pizza,spicy,breakfast,4
u085,Poha,mild,lunch,3
u085,Samosa,spicy,snack,4
u085,Khichdi,mild,snack,4
u085,Spring Roll,spicy,snack,5
u085,Kathi Roll,spicy,dinner,3
u085,Kathi Roll,spicy,snack,5
u085,Thali,mild,dinner,3
u085,Pizza,spicy,snack,5
u085,Thali,mild,snack,3
u085,Chole Bhature,spicy,breakfast,4
u085,Paneer Butter Masala,spicy,snack,5
u085,Idli,mild,snack,5
u085,Palak Paneer,mild,breakfast,4
u085,Pav Bhaji,spicy,breakfast,5
u085,Manchurian,spicy,snack,5
u085,Pav Bhaji,spicy,dinner,3
u085,Pav Bhaji,spicy,dinner,5
u085,Pav Bhaji,spicy,snack,5
u085,Masala Dosa,mild,dinner,4
u085,Paneer Butter Masala,spicy,snack,5
u085,Fried Rice,spicy,lunch,4
u085,Paneer Butter Masala,spicy,snack,4
u085,Poha,mild,snack,5
u086,Paneer Butter Masala,spicy,lunch,5
u086,Dhokla,mild,dinner,5
u086,Poha,mild,snack,5
u086,Thali,mild,snack,5
u086,Butter Naan,mild,snack,3
u086,Fish Fry,spicy,snack,5
u086,Pav Bhaji,spicy,breakfast,5
u086,Fish Fry,spicy,snack,5
u086,Thali,mild,snack,5
u086,Spring Roll,spicy,lunch,3
u086,Curd Rice,mild,dinner,3
u086,Burger,spicy,breakfast,5
u086,Pav Bhaji,spicy,dinner,4
u086,Masala Dosa,mild,snack,3
u086,Khichdi,mild,dinner,3
u086,Mutton Curry,spicy,dinner,3
u086,Upma,mild,breakfast,5
u086,Paneer Butter Masala,spicy,snack,4
u086,Tandoori Chicken,spicy,snack,3
u086,Spring Roll,spicy,lunch,3
u086,Tandoori Chicken,spicy,dinner,3
u086,Chole Bhature,spicy,snack,3
u086,Chole Bhature,spicy,lunch,3
u086,Pizza,spicy,dinner,3
u086,Palak Paneer,mild,lunch,4
u086,Butter Naan,mild,breakfast,4
u086,Aloo Paratha,mild,lunch,4
u086,Thali,mild,lunch,4
u086,Tandoori Chicken,spicy,snack,3
u086,Khichdi,mild,breakfast,5
u087,Fish Fry,spicy,dinner,3
u087,Fried Rice,spicy,dinner,5
u087,Hyderabadi Biryani,spicy,lunch,4
u087,Kathi Roll,spicy,breakfast,3
u087,Pav Bhaji,spicy,dinner,3
u087,Dhokla,mild,dinner,3
u087,Chicken 65,spicy,lunch,4
u087,Chole Bhature,spicy,snack,3
u087,Vada Pav,spicy,lunch,3
u087,Paneer Butter Masala,spicy,dinner,5
u087,Pizza,spicy,lunch,5
u087,Palak Paneer,mild,dinner,4
u087,Butter Naan,mild,breakfast,3
u087,Manchurian,spicy,lunch,5
u087,Paneer Butter Masala,spicy,dinner,5
u087,Butter Naan,mild,lunch,4
u087,Pizza,spicy,dinner,3
u087,Spring Roll,spicy,snack,3
u087,Pav Bhaji,spicy,breakfast,3
u087,Palak Paneer,mild,snack,5
u087,Pizza,spicy,snack,5
u087,Burger,spicy,breakfast,5
u087,Spring Roll,spicy,breakfast,3
u087,Veg Pulao,mild,breakfast,3
u087,Khichdi,mild,dinner,5
u088,Dhokla,mild,breakfast,3
u088,Paneer Butter Masala,spicy,snack,4
u088,Fish Fry,spicy,breakfast,4
u088,Pizza,spicy,lunch,3
u088,Poha,mild,breakfast,4
u088,Vada Pav,spicy,dinner,5
u088,Spring Roll,spicy,lunch,3
u088,Palak Paneer,mild,breakfast,3
u088,Fried Rice,spicy,lunch,5
u088,Butter Naan,mild,snack,3
u088,Chole Bhature,spicy,lunch,3
u088,Dal Tadka,mild,snack,3
u088,Masala Dosa,mild,lunch,4
u088,Hyderabadi Biryani,spicy,snack,5
u088,Pav Bhaji,spicy,lunch,3
u088,Spring Roll,spicy,snack,4
u088,Tandoori Chicken,spicy,snack,3
u088,Pizza,spicy,lunch,3
u088,Burger,spicy,snack,4
u088,Burger,spicy,lunch,4
u088,Masala Dosa,mild,lunch,4
u088,Pizza,spicy,lunch,3
u088,Poha,mild,breakfast,5
u088,Veg Pulao,mild,dinner,5
u088,Vada Pav,spicy,lunch,5
u088,Pizza,spicy,dinner,5
u088,Kathi Roll,spicy,breakfast,3
u088,Pizza,spicy,lunch,3
u089,Curd Rice,mild,breakfast,3
u089,Chicken 65,spicy,breakfast,4
u089,Samosa,spicy,breakfast,3
u089,Dal Tadka,mild,snack,5
u089,Thali,mild,snack,5
u089,Veg Pulao,mild,dinner,3
u089,Upma,mild,snack,3
u089,Burger,spicy,dinner,3
u089,Veg Pulao,mild,lunch,3
u089,Chicken 65,spicy,breakfast,5
u089,Masala Dosa,mild,snack,3
u089,Paneer Butter Masala,spicy,breakfast,5
u089,Manchurian,spicy,snack,3
u089,Palak Paneer,mild,dinner,4
u089,Poha,mild,snack,4
u089,Aloo Paratha,mild,dinner,5
u089,Idli,mild,dinner,4
u089,Mutton Curry,spicy,lunch,3
u089,Pav Bhaji,spicy,snack,3
u089,Manchurian,spicy,snack,4
u089,Mutton Curry,spicy,lunch,3
u089,Aloo Paratha,mild,breakfast,4
u089,Idli,mild,breakfast,3
u089,Fish Fry,spicy,breakfast,5
u089,Tandoori Chicken,spicy,breakfast,5
u089,Spring Roll,spicy,snack,3
u089,Veg Pulao,mild,breakfast,3
u089,Burger,spicy,lunch,4
u089,Tandoori Chicken,spicy,lunch,5
u089,Idli,mild,breakfast,4
u090,Dal Tadka,mild,lunch,5
u090,Manchurian,spicy,breakfast,3
u090,Fish Fry,spicy,snack,5
u090,Samosa,spicy,breakfast,3
u090,Dhokla,mild,snack,4
u090,Masala Dosa,mild,lunch,5
u090,Thali,mild,breakfast,4
u090,Kathi Roll,spicy,snack,4
u090,Dhokla,mild,snack,5
u090,Idli,mild,lunch,4
u090,Pav Bhaji,spicy,lunch,5
u090,Aloo Paratha,mild,lunch,4
u090,Upma,mild,lunch,5
u090,Poha,mild,dinner,5
u090,Veg Pulao,mild,lunch,3
u090,Butter Naan,mild,snack,5
u090,Pav Bhaji,spicy,snack,4
u090,Chole Bhature,spicy,dinner,5
u090,Mutton Curry,spicy,lunch,4
u090,Palak Paneer,mild,lunch,5
u090,Dhokla,mild,dinner,5
u090,Poha,mild,snack,3
u090,Dhokla,mild,snack,5
u090,Masala Dosa,mild,snack,4
u090,Dhokla,mild,dinner,4
u090,Burger,spicy,dinner,3
u090,Masala Dosa,mild,breakfast,5
u090,Pizza,spicy,snack,5
u091,Khichdi,mild,breakfast,4
u091,Dal Tadka,mild,lunch,5
u091,Samosa,spicy,snack,5
u091,Mutton Curry,spicy,dinner,3
u091,Idli,mild,snack,5
u091,Poha,mild,snack,4
u091,Pizza,spicy,dinner,5
u091,Dhokla,mild,snack,3
u091,Spring Roll,spicy,breakfast,5
u091,Rajma Chawal,mild,snack,5
u091,Upma,mild,lunch,4
u091,Palak Paneer,mild,dinner,4
u091,Butter Naan,mild,breakfast,4
u091,Idli,mild,dinner,5
u091,Palak Paneer,mild,lunch,3
u091,Idli,mild,dinner,3
u091,Mutton Curry,spicy,dinner,4
u091,Pizza,spicy,dinner,5
u091,Burger,spicy,snack,4
u091,Curd Rice,mild,dinner,3
u091,Veg Pulao,mild,snack,5
u091,Hyderabadi Biryani,spicy,dinner,5
u091,Samosa,spicy,lunch,3
u091,Chicken 65,spicy,dinner,5
u091,Curd Rice,mild,breakfast,3
u091,Chicken 65,spicy,dinner,5
u091,Tandoori Chicken,spicy,dinner,5
u091,Burger,spicy,lunch,5
u092,Poha,mild,dinner,5
u092,Masala Dosa,mild,snack,5
u092,Fried Rice,spicy,snack,5
u092,Dhokla,mild,snack,5
u092,Khichdi,mild,lunch,5
u092,Kathi Roll,spicy,lunch,4
u092,Aloo Paratha,mild,breakfast,5
u092,Khichdi,mild,breakfast,5
u092,Palak Paneer,mild,dinner,5
u092,Masala Dosa,mild,snack,4
u092,Paneer Butter Masala,spicy,snack,3
u092,Samosa,spicy,lunch,4
u092,Idli,mild,breakfast,3
u092,Paneer Butter Masala,spicy,lunch,5
u092,Poha,mild,breakfast,5
u092,Spring Roll,spicy,lunch,4
u092,Palak Paneer,mild,snack,3
u092,Samosa,spicy,breakfast,3
u092,Paneer Butter Masala,spicy,dinner,5
u092,Spring Roll,spicy,snack,4
u092,Pizza,spicy,breakfast,5
u092,Chole Bhature,spicy,lunch,5
u092,Dal Tadka,mild,lunch,4
u092,Masala Dosa,mild,breakfast,3
u092,Manchurian,spicy,snack,3
u093,Fish Fry,spicy,breakfast,5
u093,Pizza,spicy,dinner,4
u093,Thali,mild,snack,4
u093,Masala Dosa,mild,snack,3
u093,Dal Tadka,mild,dinner,4
u093,Pav Bhaji,spicy,lunch,4
u093,Spring Roll,spicy,dinner,5
u093,Masala Dosa,mild,dinner,5
u093,Poha,mild,dinner,4
u093,Dhokla,mild,snack,5
u093,Pizza,spicy,breakfast,5
u093,Hyderabadi Biryani,spicy,breakfast,4
u093,Samosa,spicy,breakfast,5
u093,Hyderabadi Biryani,spicy,lunch,4
u093,Aloo Paratha,mild,dinner,5
u093,Curd Rice,mild,dinner,4
u093,Pav Bhaji,spicy,dinner,3
u093,Idli,mild,snack,4
u093,Thali,mild,lunch,5
u093,Kathi Roll,spicy,lunch,5
u093,Butter Naan,mild,dinner,5
u093,Mutton Curry,spicy,dinner,3
u093,Butter Naan,mild,lunch,4
u093,Khichdi,mild,dinner,3
u093,Palak Paneer,mild,breakfast,3
u093,Burger,spicy,dinner,3
u093,Butter Naan,mild,dinner,4
u093,Chole Bhature,spicy,lunch,4
u093,Fried Rice,spicy,breakfast,4
u093,Khichdi,mild,snack,4
u094,Chicken 65,spicy,dinner,4
u094,Paneer Butter Masala,spicy,snack,3
u094,Pav Bhaji,spicy,lunch,4
u094,Samosa,spicy,lunch,4
u094,Spring Roll,spicy,snack,4
u094,Dhokla,mild,snack,4
