product_id,food_item,category,price
800,Energy Drink,spicy,10.22
801,Avocado Toast,spicy,14.89
802,Cappuccino,fast food,13.15
803,Sushi Roll,fast food,18.0
804,Veg Pulao,savory,23.36
805,Fried Chicken,spicy,20.9
806,Mushroom Soup,sweet,14.29
807,Chicken Biryani,sweet,24.47
808,Club Sandwich,savory,18.77
809,Veg Sandwich,mild,12.21
810,BBQ Chicken Pizza,mild,3.64
811,Paneer Tikka Pizza,spicy,2.92
812,Cheesecake,sweet,23.07
813,Ice Cream Sundae,vegan,3.18
814,Milkshake,savory,14.3
815,Latte,beverage,3.93
816,Latte,dessert,17.55
817,BBQ Chicken Pizza,spicy,3.34
818,Pasta Arrabiata,fast food,5.45
819,Nachos,beverage,7.24
820,Lemonade,mild,16.83
821,Falafel Wrap,dessert,3.37
822,Falafel Wrap,dessert,18.58
823,Pancakes,vegan,21.38
824,Fruit Salad,fast food,21.17
825,Fruit Salad,dessert,12.73
826,French Toast,dessert,17.37
827,Grilled Chicken Burger,spicy,10.79
828,Club Sandwich,spicy,9.47
829,Fried Chicken,beverage,2.44
830,Margherita Pizza,fast food,8.34
831,Garlic Bread,dessert,18.97
832,Latte,dessert,7.12
833,Cereal Bowl,sweet,14.13
834,Hot Chocolate,sweet,10.75
835,BBQ Chicken Pizza,vegan,17.92
836,Herbal Tea,dessert,8.3
837,Granola Yogurt,dessert,22.01
838,Chow Mein,savory,23.55
839,Orange Juice,mild,11.7
840,Steak,dessert,18.61
841,Veg Sandwich,spicy,16.16
842,Hot Chocolate,beverage,9.21
843,Sushi Roll,dessert,19.16
844,Pancakes,beverage,14.25
845,Waffles,fast food,9.3
846,Fried Chicken,dessert,7.61
847,Chicken Biryani,fast food,11.98
848,Greek Salad,savory,9.73
849,Dumplings,savory,21.21
850,Masala Chai,dessert,20.18
851,Quesadilla,vegan,14.7
852,Quesadilla,mild,18.16
853,Iced Coffee,dessert,7.68
854,Herbal Tea,spicy,3.82
855,Vanilla Cake,fast food,19.74
856,Masala Chai,fast food,19.96
857,Brownie,fast food,11.61
858,Fried Rice,spicy,12.63
859,Smoothie Bowl,spicy,19.1
860,Waffles,dessert,10.31
861,Milkshake,vegan,21.27
862,Ramen Bowl,savory,15.98
863,Veg Pulao,dessert,11.33
864,Egg Sandwich,savory,21.2
865,Tomato Soup,mild,2.97
866,Fried Rice,sweet,11.39
867,Double Beef Burger,vegan,16.72
868,Veg Sandwich,fast food,9.19
869,Energy Drink,dessert,20.47
870,Roast Lamb,spicy,4.41
871,Fried Rice,vegan,14.55
872,Dumplings,beverage,11.29
873,Double Beef Burger,savory,18.62
874,Cappuccino,dessert,20.05
875,Steak,dessert,3.37
876,Fried Chicken,beverage,2.97
877,Onion Rings,mild,19.88
878,Cereal Bowl,spicy,15.12
879,Grilled Fish,dessert,22.37
880,Pancakes,spicy,3.03
881,Cereal Bowl,savory,8.42
882,Pancakes,beverage,4.99
883,Dumplings,mild,21.06
884,Double Beef Burger,fast food,6.02
885,Cereal Bowl,savory,2.47
886,Chicken Soup,mild,18.16
887,Onion Rings,spicy,24.02
888,Masala Chai,mild,17.97
889,Green Tea,spicy,9.1
890,Quesadilla,vegan,4.58
891,Pepperoni Pizza,fast food,11.11
892,Onion Rings,fast food,22.19
893,Pasta Arrabiata,beverage,4.44
894,Donut,beverage,18.96
895,Steak,fast food,18.71
896,Caesar Salad,savory,22.21
897,Garlic Bread,mild,7.95
898,Chicken Biryani,vegan,11.02
899,Hot Chocolate,vegan,15.38
900,Cheesecake,dessert,4.24
901,Waffles,dessert,7.88
902,Grilled Fish,vegan,24.85
903,Hot Chocolate,beverage,19.59
904,Green Tea,beverage,22.46
905,Grilled Fish,spicy,3.47
906,Hot Chocolate,dessert,9.38
907,Avocado Toast,spicy,22.03
908,Granola Yogurt,savory,20.0
909,Onion Rings,sweet,8.23
910,Ice Cream Sundae,dessert,21.65
911,Tomato Soup,savory,13.47
912,Fried Rice,spicy,21.63
913,Quesadilla,spicy,22.03
914,Egg Sandwich,dessert,17.56
915,Masala Chai,mild,18.5
916,Mushroom Soup,fast food,15.19
917,Steak,mild,3.98
918,Pasta Alfredo,sweet,10.37
919,Falafel Wrap,savory,17.81
920,Onion Rings,dessert,16.32
921,Hot Chocolate,savory,9.64
922,Hummus with Pita,beverage,18.63
923,Chow Mein,savory,14.34
924,Chow Mein,mild,18.13
925,Club Sandwich,sweet,17.58
926,Burrito,dessert,12.86
927,Cheesecake,sweet,24.55
928,Vanilla Cake,sweet,20.11
929,Avocado Toast,beverage,23.64
930,Lemonade,vegan,2.31
931,Cappuccino,beverage,5.58
932,Nachos,beverage,9.78
933,Sparkling Water,fast food,3.44
934,Chicken Soup,sweet,23.46
935,Latte,mild,3.41
936,Iced Coffee,fast food,9.72
937,Smoothie Bowl,vegan,20.68
938,Sparkling Water,vegan,23.08
939,Veg Sandwich,fast food,15.03
940,Chicken Soup,dessert,21.11
941,Fried Chicken,spicy,10.16
942,Fried Chicken,dessert,24.05
943,Grilled Fish,spicy,2.09
944,Shawarma Roll,beverage,3.48
945,Pasta Arrabiata,vegan,19.37
946,Paneer Tikka Pizza,beverage,2.16
947,Fried Chicken,sweet,9.14
948,French Toast,beverage,20.16
949,Ice Cream Sundae,dessert,11.87
950,Chicken Biryani,fast food,20.24
951,BBQ Chicken Pizza,spicy,22.2
952,Fried Rice,dessert,2.31
953,Fried Chicken,beverage,9.19
954,Margherita Pizza,spicy,24.33
955,Veg Pulao,sweet,5.16
956,French Toast,mild,3.73
957,Cheese Burger,savory,3.36
958,Masala Chai,mild,23.39
959,Masala Chai,spicy,22.47
960,Tomato Soup,spicy,5.82
961,Lemonade,mild,12.05
962,Lemonade,fast food,14.4
963,Latte,spicy,12.35
964,Masala Chai,sweet,6.11
965,Mango Juice,sweet,7.11
966,Fried Chicken,mild,10.33
967,Margherita Pizza,beverage,11.46
968,Sushi Roll,savory,18.54
969,Nachos,sweet,10.86
970,Mushroom Soup,fast food,20.73
971,Dumplings,vegan,11.69
972,Smoothie Bowl,fast food,17.46
973,Ramen Bowl,sweet,9.84
974,Falafel Wrap,savory,6.41
975,Veg Pulao,vegan,5.9
976,Cereal Bowl,sweet,4.18
977,Donut,dessert,4.32
978,Green Tea,vegan,16.8
979,Masala Chai,vegan,15.11
980,Sparkling Water,vegan,10.02
981,Ice Cream Sundae,spicy,19.7
982,Chicken Soup,vegan,4.23
983,Greek Salad,dessert,24.32
984,Egg Sandwich,mild,2.74
985,Nachos,spicy,17.19
986,Smoothie Bowl,beverage,14.38
987,Veg Sandwich,vegan,19.42
988,Pepperoni Pizza,mild,23.56
989,Energy Drink,dessert,13.38
990,Nachos,savory,8.32
991,Falafel Wrap,spicy,19.09
992,Sparkling Water,mild,3.02
993,Milkshake,mild,16.94
994,Fried Chicken,fast food,14.93
995,Quesadilla,savory,10.79
996,Donut,dessert,12.41
997,Fried Rice,beverage,20.94
998,Club Sandwich,beverage,8.5
999,Grilled Fish,mild,12.56
1000,Brownie,dessert,5.11
